FILE_NAME,GROUP_NAME,GOLD_TABNUMBER,EXTRACTED_TABNUMBER,RESULT,FIELD_NAME,CHILD_GOLD,CHILD_EXTRACTED
doc00124520180117122409.html,group,,,,quantity,25.00,
doc00124520180117122409.html,group,,,,price,678.43,
doc00124520180117122409.html,group,7,,FN
doc00124520180117122409.html,group,,,,product,Durable Cotton Keyboard,
doc00124520180117122409.html,group,,,,quantity,42.00,
doc00124520180117122409.html,group,,,,price,507.03,
doc00124520180117122409.html,group,3,,FN
doc00124520180117122409.html,group,,,,product,Ergonomic Granite Chair,
doc00124520180117122409.html,group,,,,quantity,18.00,
doc00124520180117122409.html,group,,,,price,147.71,
doc00126520180117123421.html,group,7,,"FP,FN"
doc00126520180117123421.html,group,,,,product,Gorgeous Iron Pants,Gorgeous Iron Pants
doc00126520180117123421.html,group,,,,quantity,86.00,86
doc00126520180117123421.html,group,,,,price,776.26,~76.26
doc00126520180117123421.html,group,3,,FN
doc00126520180117123421.html,group,,,,product,Small Paper Shoes,
doc00126520180117123421.html,group,,,,quantity,44.00,
doc00126520180117123421.html,group,,,,price,99.41,
doc00126520180117123421.html,group,5,,FN
doc00126520180117123421.html,group,,,,product,Fantastic Marble Gloves,
doc00126520180117123421.html,group,,,,quantity,91.00,
doc00126520180117123421.html,group,,,,price,193.30,
doc00126520180117123421.html,group,1,,FN
doc00126520180117123421.html,group,,,,product,Gorgeous Copper Table,
doc00126520180117123421.html,group,,,,quantity,76.00,
doc00126520180117123421.html,group,,,,price,630.00,
doc00126520180117123421.html,group,0,,FN
doc00126520180117123421.html,group,,,,product,Sleek Linen Keyboard,
doc00126520180117123421.html,group,,,,quantity,11.00,
doc00126520180117123421.html,group,,,,price,21.34,
doc00126520180117123421.html,group,2,,FN
doc00126520180117123421.html,group,,,,product,Durable Linen Lamp,
doc00126520180117123421.html,group,,,,quantity,90.00,
doc00126520180117123421.html,group,,,,price,611291.00,
doc00126520180117123421.html,group,4,,FN
doc00126520180117123421.html,group,,,,product,Durable Marble Table,
doc00126520180117123421.html,group,,,,quantity,16.00,
doc00126520180117123421.html,group,,,,price,862.61,
doc00126520180117123421.html,group,6,,FN
doc00126520180117123421.html,group,,,,product,Synergistic Rubber Computer,
doc00126520180117123421.html,group,,,,quantity,5.00,
doc00126520180117123421.html,group,,,,price,524.74,
doc00128620180117124239.html,group,3,,"FP,FN"
doc00128620180117124239.html,group,,,,product,Awesome Cotton Shirt,Awesome Cotton Shirt
doc00128620180117124239.html,group,,,,quantity,80.00,80
doc00128620180117124239.html,group,,,,price,277.33,277.33
doc00128620180117124239.html,group,1,,FN
doc00128620180117124239.html,group,,,,product,Ergonomic Concrete Bag,
doc00128620180117124239.html,group,,,,quantity,38.00,
doc00128620180117124239.html,group,,,,price,423.83,
doc00128620180117124239.html,group,0,,FN
doc00128620180117124239.html,group,,,,product,Rustic Granite Wallet,
doc00128620180117124239.html,group,,,,quantity,39.00,
doc00128620180117124239.html,group,,,,price,606.17,
doc00128620180117124239.html,group,2,,FN
doc00128620180117124239.html,group,,,,product,Rustic Bronze Bench,
doc00128620180117124239.html,group,,,,quantity,31.00,
doc00128620180117124239.html,group,,,,price,854.99,
doc00130020180117124820.html,group,4,,"FP,FN"
doc00130020180117124820.html,group,,,,product,Sleek Concrete Chair,"Gorgeous Silkf ,nputer"
doc00130020180117124820.html,group,,,,quantity,72.00,72
doc00130020180117124820.html,group,,,,price,692.83,692.83
doc00130020180117124820.html,group,3,,FN
doc00130020180117124820.html,group,,,,product,Fantastic Rubber Plate,
doc00130020180117124820.html,group,,,,quantity,77.00,
doc00130020180117124820.html,group,,,,price,152.20,
doc00130020180117124820.html,group,1,,FN
doc00130020180117124820.html,group,,,,product,Small Marble Plate,
doc00130020180117124820.html,group,,,,quantity,86.00,
doc00130020180117124820.html,group,,,,price,210.27,
doc00130020180117124820.html,group,2,,FN
doc00130020180117124820.html,group,,,,product,Durable Copper Wallet,
doc00130020180117124820.html,group,,,,quantity,74.00,
doc00130020180117124820.html,group,,,,price,816.10,
doc00130020180117124820.html,group,0,,FN
doc00130020180117124820.html,group,,,,product,Gorgeous Silk Computer,
doc00130020180117124820.html,group,,,,quantity,99.00,
doc00130020180117124820.html,group,,,,price,814.26,
doc00131320180117125408.html,group,5,,"FP,FN"
doc00131320180117125408.html,group,,,,product,Heavy Duty Leather Watch,Hea.n Dut. _eather Watch
doc00131320180117125408.html,group,,,,quantity,74.00,182
doc00131320180117125408.html,group,,,,price,440.65,74
doc00131320180117125408.html,group,1,,FN
doc00131320180117125408.html,group,,,,product,Awesome iron Coat,
doc00131320180117125408.html,group,,,,quantity,40.00,
doc00131320180117125408.html,group,,,,price,316.53,
doc00131320180117125408.html,group,3,,FN
doc00131320180117125408.html,group,,,,product,Rustic Rubber Computer,
doc00131320180117125408.html,group,,,,quantity,6.00,
doc00131320180117125408.html,group,,,,price,644.11,
doc00131320180117125408.html,group,4,,FN
doc00131320180117125408.html,group,,,,product,Intelligent Leather Hat,
doc00131320180117125408.html,group,,,,quantity,182.00,
doc00131320180117125408.html,group,,,,price,204.30,
doc00131320180117125408.html,group,0,,FN
doc00131320180117125408.html,group,,,,product,Awesome Steel Shoes,
doc00131320180117125408.html,group,,,,quantity,18.00,
doc00131320180117125408.html,group,,,,price,264.23,
doc00131320180117125408.html,group,2,,FN
doc00131320180117125408.html,group,,,,product,Intelligent Cotton Plate,
doc00131320180117125408.html,group,,,,quantity,60.00,
doc00131320180117125408.html,group,,,,price,882.09,
doc00132820180117125933.html,group,6,,"FP,FN"
doc00132820180117125933.html,group,,,,product,Intelligent Steel Bench,Intelligent Steel Bench
doc00132820180117125933.html,group,,,,price,577.04,577.04
doc00132820180117125933.html,group,3,,FN
doc00132820180117125933.html,group,,,,product,Synergistic Granite Coat,
doc00132820180117125933.html,group,,,,quantity,67.00,
doc00132820180117125933.html,group,,,,price,457.08,
doc00132820180117125933.html,group,5,,FN
doc00132820180117125933.html,group,,,,product,Fantastic Steel Car,
doc00132820180117125933.html,group,,,,quantity,17.00,
doc00132820180117125933.html,group,,,,price,0.56,
doc00132820180117125933.html,group,1,,FN
doc00132820180117125933.html,group,,,,product,Aerodynamic Aluminum Car,
doc00132820180117125933.html,group,,,,quantity,19.00,
doc00132820180117125933.html,group,,,,price,135.40,
doc00132820180117125933.html,group,4,,FN
doc00132820180117125933.html,group,,,,product,Ergonomic Cotton Clock,
doc00132820180117125933.html,group,,,,quantity,47.00,
doc00132820180117125933.html,group,,,,price,967.47,
doc00132820180117125933.html,group,2,,FN
doc00132820180117125933.html,group,,,,product,Rustic Copper Car,
doc00132820180117125933.html,group,,,,quantity,21.00,
doc00132820180117125933.html,group,,,,price,757.23,
doc00132820180117125933.html,group,0,,FN
doc00132820180117125933.html,group,,,,product,Durable Silk Table,
doc00132820180117125933.html,group,,,,quantity,51.00,
doc00132820180117125933.html,group,,,,price,211.65,
doc00145820180117152240.html,group,3,,"FP,FN"
doc00145820180117152240.html,group,,,,product,Customer Support,Customer Support
doc00145820180117152240.html,group,,,,quantity,17.00,17
doc00145820180117152240.html,group,,,,price,20.00,20.00
doc00145820180117152240.html,group,2,,FN
doc00145820180117152240.html,group,,,,product,Pilot Development,
doc00145820180117152240.html,group,,,,quantity,93.00,
doc00145820180117152240.html,group,,,,price,150.00,
doc00145820180117152240.html,group,0,,FN
doc00145820180117152240.html,group,,,,product,Social MediaMarketing,
doc00145820180117152240.html,group,,,,quantity,14.00,
doc00145820180117152240.html,group,,,,price,1.00,
doc00145820180117152240.html,group,1,,FN
doc00145820180117152240.html,group,,,,product,Development,
doc00145820180117152240.html,group,,,,quantity,93.00,
doc00145820180117152240.html,group,,,,price,60.00,
doc00146420180117152505.html,group,3,,"FP,FN"
doc00146420180117152505.html,group,,,,product,Customer Support,Customer Support
doc00146420180117152505.html,group,,,,quantity,32.00,50
doc00146420180117152505.html,group,,,,price,20.00,60.00
doc00146420180117152505.html,group,0,,FN
doc00146420180117152505.html,group,,,,product,Social MediaMarketing,
doc00146420180117152505.html,group,,,,quantity,90.00,
doc00146420180117152505.html,group,,,,price,1.00,
doc00146420180117152505.html,group,1,,FN
doc00146420180117152505.html,group,,,,product,Development,
doc00146420180117152505.html,group,,,,quantity,83.00,
doc00146420180117152505.html,group,,,,price,60.00,
doc00146420180117152505.html,group,5,,FN
doc00146420180117152505.html,group,,,,product,Proof of Concept,
doc00146420180117152505.html,group,,,,quantity,50.00,
doc00146420180117152505.html,group,,,,price,60.00,
doc00146420180117152505.html,group,4,,FN
doc00146420180117152505.html,group,,,,product,Video Marketing,
doc00146420180117152505.html,group,,,,quantity,71.00,
doc00146420180117152505.html,group,,,,price,5.00,
doc00146420180117152505.html,group,2,,FN
doc00146420180117152505.html,group,,,,product,Pilot Development,
doc00146420180117152505.html,group,,,,quantity,59.00,
doc00146420180117152505.html,group,,,,price,150.00,
doc00148920180117153347.html,group,0,,"FP,FN"
doc00148920180117153347.html,group,,,,product,Marketing,Detailed Architectural Design
doc00148920180117153347.html,group,,,,quantity,94.00,
doc00148920180117153347.html,group,2,,FN
doc00148920180117153347.html,group,,,,product,Pilot Development,
doc00148920180117153347.html,group,,,,quantity,38.00,
doc00148920180117153347.html,group,1,,FN
doc00148920180117153347.html,group,,,,product,Development,
doc00148920180117153347.html,group,,,,quantity,9.00,
doc00149120180117153429.html,group,3,,"FP,FN"
doc00149120180117153429.html,group,,,,product,Customer Support,Customer Support
doc00149120180117153429.html,group,,,,quantity,45.00,45
doc00149120180117153429.html,group,,,,price,20.00,20.00
doc00149120180117153429.html,group,1,,FN
doc00149120180117153429.html,group,,,,product,Development,
doc00149120180117153429.html,group,,,,quantity,39.00,
doc00149120180117153429.html,group,,,,price,60.00,
doc00149120180117153429.html,group,0,,FN
doc00149120180117153429.html,group,,,,product,Social MediaMarketing,
doc00149120180117153429.html,group,,,,quantity,84.00,
doc00149120180117153429.html,group,,,,price,1.00,
doc00149120180117153429.html,group,2,,FN
doc00149120180117153429.html,group,,,,product,Pilot D^y ^'vrrjopt,
doc00149120180117153429.html,group,,,,quantity,57.00,
doc00149120180117153429.html,group,,,,price,150.00,
invoice0.html,group,4,,"FP,FN"
invoice0.html,group,,,,product,Awesome Cotton Plate,Awesome Cotton Plate
invoice0.html,group,,,,quantity,8.00,8
invoice0.html,group,,,,price,457.55,457.55
invoice0.html,group,1,,FN
invoice0.html,group,,,,product,Enormous Cotton Computer,
invoice0.html,group,,,,quantity,7.00,
invoice0.html,group,,,,price,323.89,
invoice0.html,group,3,,FN
invoice0.html,group,,,,product,Lightweight Linen Lamp,
invoice0.html,group,,,,quantity,18.00,
invoice0.html,group,,,,price,400.41,
invoice0.html,group,2,,FN
invoice0.html,group,,,,product,Sleek Copper Computer,
invoice0.html,group,,,,quantity,4.00,
invoice0.html,group,,,,price,373.49,
invoice0.html,group,0,,FN
invoice0.html,group,,,,product,Sleek Leather Chair,
invoice0.html,group,,,,quantity,52.00,
invoice0.html,group,,,,price,27.91,
invoice106.html,group,7,,"FP,FN"
invoice106.html,group,,,,product,Mediocre Rubber Hat,Mediocre Rubber Hat
invoice106.html,group,,,,quantity,51.00,51
invoice106.html,group,,,,price,381.59,381.59
invoice106.html,group,5,,FN
invoice106.html,group,,,,product,Rustic Silk Computer,
invoice106.html,group,,,,quantity,42.00,
invoice106.html,group,,,,price,153.65,
invoice106.html,group,1,,FN
invoice106.html,group,,,,product,Fantastic Leather Shirt,
invoice106.html,group,,,,quantity,24.00,
invoice106.html,group,,,,price,25.08,
invoice106.html,group,0,,FN
invoice106.html,group,,,,product,Incredible Copper Pants,
invoice106.html,group,,,,quantity,5.00,
invoice106.html,group,,,,price,269.70,
invoice106.html,group,4,,FN
invoice106.html,group,,,,product,Incredible Marble Bag,
invoice106.html,group,,,,quantity,53.00,
invoice106.html,group,,,,price,112.29,
invoice106.html,group,3,,FN
invoice106.html,group,,,,product,Ergonomic Granite Gloves,
invoice106.html,group,,,,quantity,44.00,
invoice106.html,group,,,,price,348.03,
invoice106.html,group,6,,FN
invoice106.html,group,,,,product,Enormous Concrete Watch,
invoice106.html,group,,,,quantity,37.00,
invoice106.html,group,,,,price,435.70,
invoice106.html,group,2,,FN
invoice106.html,group,,,,product,Ergonomic Iron Keyboard,
invoice106.html,group,,,,quantity,54.00,
invoice106.html,group,,,,price,480.17,
invoice108.html,group,5,,"FP,FN"
invoice108.html,group,,,,product,Awesome Marble Hat,Awesome Marble Hat
invoice108.html,group,,,,quantity,7.00,7
invoice108.html,group,,,,price,174.39,174.39
invoice108.html,group,2,,FN
invoice108.html,group,,,,product,Synergistic Silk Bottle,
invoice108.html,group,,,,quantity,2.00,
invoice108.html,group,,,,price,412.94,
invoice108.html,group,4,,FN
invoice108.html,group,,,,product,Gorgeous Plastic Shoes,
invoice108.html,group,,,,quantity,18.00,
invoice108.html,group,,,,price,365.14,
invoice108.html,group,0,,FN
invoice108.html,group,,,,product,Gorgeous Copper Bottle,
invoice108.html,group,,,,quantity,3.00,
invoice108.html,group,,,,price,280.02,
invoice108.html,group,1,,FN
invoice108.html,group,,,,product,Practical Leather Bench,
invoice108.html,group,,,,quantity,47.00,
invoice108.html,group,,,,price,179.47,
invoice108.html,group,3,,FN
invoice108.html,group,,,,product,Lightweight Granite Keyboard,
invoice108.html,group,,,,quantity,5.00,
invoice108.html,group,,,,price,60.13,
invoice113.html,group,4,,"FP,FN"
invoice113.html,group,,,,product,Awesome Paper Shirt,Awesome Paper Shirt
invoice113.html,group,,,,quantity,41.00,41
invoice113.html,group,,,,price,89.47,89.47
invoice113.html,group,2,,FN
invoice113.html,group,,,,product,Small Rubber Knife,
invoice113.html,group,,,,quantity,27.00,
invoice113.html,group,,,,price,164.36,
invoice113.html,group,3,,FN
invoice113.html,group,,,,product,Heavy Duty Copper Table,
invoice113.html,group,,,,quantity,11.00,
invoice113.html,group,,,,price,186.74,
invoice113.html,group,0,,FN
invoice113.html,group,,,,product,Enormous Rubber Car,
invoice113.html,group,,,,quantity,42.00,
invoice113.html,group,,,,price,150.81,
invoice113.html,group,1,,FN
invoice113.html,group,,,,product,Mediocre Concrete Coat,
invoice113.html,group,,,,quantity,33.00,
invoice113.html,group,,,,price,214.17,
invoice116.html,group,1,,"FP,FN"
invoice116.html,group,,,,product,Intelligent Marble Car,Intelligent Marble Car
invoice116.html,group,,,,quantity,25.00,25
invoice116.html,group,,,,price,185.99,185.99
invoice116.html,group,0,,FN
invoice116.html,group,,,,product,Aerodynamic Leather Computer,
invoice116.html,group,,,,quantity,23.00,
invoice116.html,group,,,,price,269.72,
invoice118.html,group,7,,"FP,FN"
invoice118.html,group,,,,product,Aerodynamic Marble Lamp,Aerodynamic Marble Lamp
invoice118.html,group,,,,quantity,52.00,52
invoice118.html,group,,,,price,278.27,278.27
invoice118.html,group,5,,FN
invoice118.html,group,,,,product,Awesome Aluminum Clock,
invoice118.html,group,,,,quantity,34.00,
invoice118.html,group,,,,price,91.65,
invoice118.html,group,1,,FN
invoice118.html,group,,,,product,Mediocre Copper Wallet,
invoice118.html,group,,,,quantity,26.00,
invoice118.html,group,,,,price,496.33,
invoice118.html,group,4,,FN
invoice118.html,group,,,,product,Synergistic Leather Table,
invoice118.html,group,,,,quantity,13.00,
invoice118.html,group,,,,price,285.41,
invoice118.html,group,6,,FN
invoice118.html,group,,,,product,Practical Steel Table,
invoice118.html,group,,,,quantity,38.00,
invoice118.html,group,,,,price,249.18,
invoice118.html,group,0,,FN
invoice118.html,group,,,,product,Ergonomic Wool Wallet,
invoice118.html,group,,,,quantity,46.00,
invoice118.html,group,,,,price,494.91,
invoice118.html,group,2,,FN
invoice118.html,group,,,,product,Awesome Silk Pants,
invoice118.html,group,,,,quantity,29.00,
invoice118.html,group,,,,price,194.86,
invoice118.html,group,3,,FN
invoice118.html,group,,,,product,Mediocre Silk Knife,
invoice118.html,group,,,,quantity,24.00,
invoice118.html,group,,,,price,162.85,
invoice122.html,group,2,,"FP,FN"
invoice122.html,group,,,,product,Intelligent Steel Keyboard,Intelligent Steel Keyboard
invoice122.html,group,,,,quantity,19.00,19
invoice122.html,group,,,,price,465.28,465.28
invoice122.html,group,1,,FN
invoice122.html,group,,,,product,Small Cotton Computer,
invoice122.html,group,,,,quantity,1.00,
invoice122.html,group,,,,price,422.76,
invoice122.html,group,0,,FN
invoice122.html,group,,,,product,Mediocre Concrete Hat,
invoice122.html,group,,,,quantity,3.00,
invoice122.html,group,,,,price,340.92,
invoice124.html,group,2,,"FP,FN"
invoice124.html,group,,,,product,Rustic Paper Gloves,Rustic Paper Gloves
invoice124.html,group,,,,quantity,42.00,42
invoice124.html,group,,,,price,426.95,426.95
invoice124.html,group,0,,FN
invoice124.html,group,,,,product,Heavy Duty Linen Car,
invoice124.html,group,,,,quantity,29.00,
invoice124.html,group,,,,price,203.50,
invoice124.html,group,1,,FN
invoice124.html,group,,,,product,Intelligent Wooden Plate,
invoice124.html,group,,,,quantity,51.00,
invoice124.html,group,,,,price,19.87,
invoice126.html,group,4,,"FP,FN"
invoice126.html,group,,,,product,Mediocre Wool Clock,Mediocre Wool Clock
invoice126.html,group,,,,quantity,21.00,21
invoice126.html,group,,,,price,18.76,18.76
invoice126.html,group,2,,FN
invoice126.html,group,,,,product,Heavy Duty Plastic Car,
invoice126.html,group,,,,quantity,27.00,
invoice126.html,group,,,,price,133.95,
invoice126.html,group,0,,FN
invoice126.html,group,,,,product,Intelligent Rubber Chair,
invoice126.html,group,,,,quantity,40.00,
invoice126.html,group,,,,price,267.42,
invoice126.html,group,1,,FN
invoice126.html,group,,,,product,Aerodynamic Leather Shirt,
invoice126.html,group,,,,quantity,22.00,
invoice126.html,group,,,,price,190.46,
invoice126.html,group,3,,FN
invoice126.html,group,,,,product,Ergonomic Bronze Shoes,
invoice126.html,group,,,,quantity,32.00,
invoice126.html,group,,,,price,285.69,
invoice128.html,group,7,,"FP,FN"
invoice128.html,group,,,,product,Ergonomic Bronze Knife,Ergonomic Bronze Knife
invoice128.html,group,,,,quantity,49.00,49
invoice128.html,group,,,,price,97.71,97.71
invoice128.html,group,5,,FN
invoice128.html,group,,,,product,Intelligent Linen Pants,
invoice128.html,group,,,,quantity,29.00,
invoice128.html,group,,,,price,300.97,
invoice128.html,group,2,,FN
invoice128.html,group,,,,product,Heavy Duty Aluminum Plate,
invoice128.html,group,,,,quantity,32.00,
invoice128.html,group,,,,price,50.93,
invoice128.html,group,3,,FN
invoice128.html,group,,,,product,Ergonomic Rubber Lamp,
invoice128.html,group,,,,quantity,12.00,
invoice128.html,group,,,,price,224.65,
invoice128.html,group,4,,FN
invoice128.html,group,,,,product,Gorgeous Rubber Keyboard,
invoice128.html,group,,,,quantity,24.00,
invoice128.html,group,,,,price,138.06,
invoice128.html,group,0,,FN
invoice128.html,group,,,,product,Lightweight Marble Gloves,
invoice128.html,group,,,,quantity,8.00,
invoice128.html,group,,,,price,257.42,
invoice128.html,group,6,,FN
invoice128.html,group,,,,product,Synergistic Bronze Gloves,
invoice128.html,group,,,,quantity,48.00,
invoice128.html,group,,,,price,139.74,
invoice128.html,group,1,,FN
invoice128.html,group,,,,product,Incredible Marble Hat,
invoice128.html,group,,,,quantity,11.00,
invoice128.html,group,,,,price,220.51,
invoice129.html,group,2,,"FP,FN"
invoice129.html,group,,,,product,Incredible Paper Keyboard,Incredible Paper Keyboard
invoice129.html,group,,,,quantity,25.00,25
invoice129.html,group,,,,price,126.02,126.02
invoice129.html,group,1,,FN
invoice129.html,group,,,,product,Aerodynamic Concrete Keyboard,
invoice129.html,group,,,,quantity,48.00,
invoice129.html,group,,,,price,369.44,
invoice129.html,group,0,,FN
invoice129.html,group,,,,product,Synergistic Silk Bench,
invoice129.html,group,,,,quantity,47.00,
invoice129.html,group,,,,price,201.16,
invoice135.html,group,7,,"FP,FN"
invoice135.html,group,,,,product,Durable Steel Bag,Durable Steel Bag
invoice135.html,group,,,,quantity,29.00,29
invoice135.html,group,,,,price,61.39,61.39
invoice135.html,group,0,,FN
invoice135.html,group,,,,product,Small Silk Shoes,
invoice135.html,group,,,,quantity,13.00,
invoice135.html,group,,,,price,426.72,
invoice135.html,group,4,,FN
invoice135.html,group,,,,product,Aerodynamic Granite Bottle,
invoice135.html,group,,,,quantity,38.00,
invoice135.html,group,,,,price,474.06,
invoice135.html,group,5,,FN
invoice135.html,group,,,,product,Lightweight Plastic Wallet,
invoice135.html,group,,,,quantity,4.00,
invoice135.html,group,,,,price,494.67,
invoice135.html,group,2,,FN
invoice135.html,group,,,,product,Heavy Duty Wooden Shoes,
invoice135.html,group,,,,quantity,8.00,
invoice135.html,group,,,,price,174.82,
invoice135.html,group,6,,FN
