FEATURE_NAME,FEATURE_EXTRACTOR,CLASS,SCORE
CFRSCCT_PARTICULARS,c.w.n.u.f.c.r.CellFirstRowSameColumnCoveredTokenFE@2e208bcb3c848af9798234d5659767b9,S-product,0.3359
F_CI_Cell_0_CNFIC_2_0_1_ALC_AutoMLCell=_ particulars _,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@a1f120fc1e5d8f8bea43b7dedd118a80,S-product,0.3359
Last_2_Char=nt,c.w.nlp.uima.fe.token.LastNCharsFE@a84c869fa3869e3d722299535dd01fb0,S-product,0.3329
F_FL_0_3_0_ALC_AutoMLToken=^,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,S-product,0.3303
posIn_Token_Line_1,c.w.v.s.nlp.component.fe.PositionInCoveringFE@4344423c75b48ca29332d66e4e490e14,S-product,-0.3206
F_FL_0_3_2_ALC_AutoMLToken=111,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,S-product,0.3159
F_CI_Line_0_LNL_2_0_ALC_AutoMLLine=1,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@564edfe7d3e09967de9e1f01a003f317,S-product,0.3091
F_CI_Cell_0_CNUNE_2_0_2_ALC_AutoMLCell=description,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@d83e0a15ea7ed60dd4ca0e6009c6524c,S-product,0.2931
LeftmostCell_marketing_development,c.w.n.uima.fe.onlinemodel.FirstLeftCellFE@cfa4b4e9fb2ab911f16ac8089c15d01f,S-product,0.2823
F_FL_0_3_1_ALC_AutoMLToken=paid,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,S-product,0.2764
LeftmostCell_10012011,c.w.n.uima.fe.onlinemodel.FirstLeftCellFE@cfa4b4e9fb2ab911f16ac8089c15d01f,S-product,0.2681
Last_2_Char=re,c.w.nlp.uima.fe.token.LastNCharsFE@a84c869fa3869e3d722299535dd01fb0,S-product,0.2495
cell_size=single,c.w.v.n.u.f.sentence.position.PositionInCoveringFE@81ed0ed1544708a2f3037d0d224ad0d4,S-product,0.2485
F_FL_0_3_0_ALC_AutoMLToken=development,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,S-product,0.2421
F_CI_Line_0_FL_0_2_0_ALC_AutoMLLine=1,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@3a344ba06bb337807d886b7843b5c1dc,S-product,0.2304
CAARIT_development,c.w.n.u.f.c.tokenFEs.ElementValueRepeatedInTableFE@6fe1c7c1629b902dc2717cc10ed08e7b,S-product,0.2276
F_CI_Cell_0_CNDIR_2_4_0_ALC_AutoMLCell=1,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@5e3aaf196ba2c3d8d4cd222f88c1503c,S-product,0.2211
F_CI_Line_0_PR_0_2_0_ALC_AutoMLLine=amount,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@26031e0075c4a67c647674602c0353b0,S-product,0.2057
F_PR_0_3_2_ALC_AutoMLToken=amount,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@d7291e75fc9cf1ce5f016b31ebff9e4f,S-product,0.2057
F_PR_0_3_0_ALC_AutoMLToken=amount,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@d7291e75fc9cf1ce5f016b31ebff9e4f,S-product,0.2055
Last_5_Char=eting,c.w.nlp.uima.fe.token.LastNCharsFE@d7c2d29f1f6edfa17eee7f1e4c9e7f90,S-product,0.2036
F_FL_0_3_1_ALC_AutoMLToken=-,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,S-product,-0.2035
FirstTopNonNumberCell_service,c.w.n.u.f.onlinemodel.NearestTopNonNumberCellFE@b5ea5d89df581005bc685adf519ad27e,S-product,0.2000
F_FL_0_3_1_ALC_AutoMLToken=110.00,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,S-product,0.1982
NGW_W2_PR_0_3_1_special_char=.=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@fd278929f08491bc4e25e99fb8dac064,S-product,0.1923
F_FL_0_3_0_ALC_AutoMLToken=total,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,S-product,-0.1917
F_FL_0_3_0_ALC_AutoMLToken=$10.00,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,S-product,0.1892
PNnECh_5=mount,c.w.n.u.f.cell.charFEs.PreviousNnonEmptyCharsFE@6a42ed28bba9af899affb58472af8379,S-product,0.1876
posIn_Cell_Row_3,c.w.v.s.nlp.component.fe.PositionInCoveringFE@b3485cbedd9763bfe5148a61b8906bb9,S-product,-0.1867
X1x2N3_X1x6,c.w.n.u.fe.cell.tokenFEs.CellTokenX1x2N3FE@a332314487d1c564cd72a56eb16a1dc0,S-product,-0.1866
CellColNumToFirstPortion,c.w.n.u.f.c.c.CellColumnNumToFirstPortionFE@293b782b9e282d2d542272b189c6a162,S-product,-0.1864
FirstTopNonNumberCell_pcflsn_ifezyk_poisko_ozien_dooryl_c,c.w.n.u.f.onlinemodel.NearestTopNonNumberCellFE@b5ea5d89df581005bc685adf519ad27e,S-product,0.1855
F_CI_Line_0_LNR_2_1_ALC_AutoMLLine=110.00,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@1fa3eff0939e2777b5729dfce9f3aca4,S-product,0.1842
F_CI_Line_0_FL_0_2_1_ALC_AutoMLLine=110.00,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@3a344ba06bb337807d886b7843b5c1dc,S-product,0.1840
posIn_Table_Page_4,c.w.v.s.nlp.component.fe.PositionInCoveringFE@85d0cbe81ceb28520d1861d986df3fc3,S-product,-0.1836
F_PR_0_3_2_ALC_AutoMLToken=unit,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@d7291e75fc9cf1ce5f016b31ebff9e4f,S-product,-0.1834
F_FL_0_3_0_ALC_AutoMLToken=1,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,S-product,0.1772
F_CI_Cell_0_CNUNE_2_0_1_ALC_AutoMLCell=product,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@d83e0a15ea7ed60dd4ca0e6009c6524c,S-product,0.1757
